,Unnamed: 0,codigo,detalle,LISTA,COSTO,COSTO + IVA,VENTA
3782,,,,0.0,#REF!,#REF!,#REF!
3783,,,"LIJA MADERA ""NORTON""",0.0,#REF!,#REF!,#REF!
3784,,LMN40,LIJA PARA MADERA NORTON  40,228.86,#REF!,#REF!,#REF!
3785,,LMN50,LIJA PARA MADERA NORTON  50,228.86,#REF!,#REF!,#REF!
3786,,LMN60,LIJA PARA MADERA NORTON  60,228.86,#REF!,#REF!,#REF!
3787,,LMN80,LIJA PARA MADERA NORTON  80,228.86,#REF!,#REF!,#REF!
3788,,LMN100,LIJA PARA MADERA NORTON 100,228.86,#REF!,#REF!,#REF!
3789,,LMN120,LIJA PARA MADERA NORTON 120,228.86,#REF!,#REF!,#REF!
3790,,LMN150,LIJA PARA MADERA NORTON 150,228.86,#REF!,#REF!,#REF!
3791,,LMN180,LIJA PARA MADERA NORTON 180,228.86,#REF!,#REF!,#REF!
3792,,LMN220,LIJA PARA MADERA NORTON 220,228.86,#REF!,#REF!,#REF!
3793,,,,0.0,#REF!,#REF!,#REF!
3794,,,"LIJA PARA MADERA "" HUNTER """,0.0,#REF!,#REF!,#REF!
3795,,LMSF,LIJA P/MADERA HUNTER   SUPER FINA,113.36,#REF!,#REF!,#REF!
3796,,LMF,LIJA P/MADERA HUNTER  FINA,113.36,#REF!,#REF!,#REF!
3797,,LMM,LIJA P/MADERA HUNTER  MEDIANA,113.36,#REF!,#REF!,#REF!
3798,,LMG,LIJA P/MADERA HUNTER GRUESA,113.36,#REF!,#REF!,#REF!
3799,,LMSG,LIJA P/MADERA HUNTER SUPER GRUESA,113.36,#REF!,#REF!,#REF!
3800,,,,0.0,#REF!,#REF!,#REF!
3801,,,"LIJAS ESPONJA ""HUNTER""",0.0,#REF!,#REF!,#REF!
3802,,LEA60,LIJA ESPONJA ANGLE  # 60,519.88,#REF!,#REF!,#REF!
3803,,LEB36,LIJA ESPONJA BLOCK  #  36,377.48,#REF!,#REF!,#REF!
3804,,LEB60,LIJA ESPONJA BLOCK  #  60,377.48,#REF!,#REF!,#REF!
3805,,LEB100,LIJA ESPONJA BLOCK  # 100,377.48,#REF!,#REF!,#REF!
3806,,LEB120,LIJA ESPONJA BLOCK  # 220,377.48,#REF!,#REF!,#REF!
3807,,LEFMF600,LIJA ESPONJA FLEX   MICROFINO  # 600,608.03,#REF!,#REF!,#REF!
3808,,LEFUF400,LIJA ESPONJA FLEX   ULTRAFINO  # 400,608.03,#REF!,#REF!,#REF!
3809,,LEFSF220,LIJA ESPONJA FLEX  SUPER FINO  # 220,608.03,#REF!,#REF!,#REF!
3810,,LEFF120,LIJA ESPONJA FLEX FINO  # 120,608.03,#REF!,#REF!,#REF!
3811,,LEFM60,LIJA ESPONJA FLEX MEDIANO  # 60,608.03,#REF!,#REF!,#REF!
3812,,LES60,LIJA ESPONJA SOFT  #  60,420.43,#REF!,#REF!,#REF!
3813,,LES100,LIJA ESPONJA SOFT  # 100,420.43,#REF!,#REF!,#REF!
3814,,LES120,LIJA ESPONJA SOFT  # 220,420.43,#REF!,#REF!,#REF!
3815,,,,0.0,#REF!,#REF!,#REF!
3816,,,"LIMAS PARA MECANICOS ""PLENA""",0.0,#REF!,#REF!,#REF!
3817,,LMCF4,"LIMA   1/2 CAÑA 1/2 FINA ""PLENA""   4""",5077.94,#REF!,#REF!,#REF!
3818,,LMCF6,"LIMA   1/2 CAÑA 1/2 FINA ""PLENA""   6""",5126.87,#REF!,#REF!,#REF!
3819,,LMCF8,"LIMA   1/2 CAÑA 1/2 FINA ""PLENA""   8""",6775.74,#REF!,#REF!,#REF!
3820,,LMCF10,"LIMA   1/2 CAÑA 1/2 FINA ""PLENA""  10 """,9427.15,#REF!,#REF!,#REF!
3821,,LMCF12,"LIMA   1/2 CAÑA 1/2 FINA ""PLENA""  12""",11522.79,#REF!,#REF!,#REF!
3822,,LMCB4,"LIMA   1/2 CAÑA BASTARDA ""PLENA""   4""",4300.71,#REF!,#REF!,#REF!
3823,,LMCB6,"LIMA   1/2 CAÑA BASTARDA ""PLENA""   6""",4855.2,#REF!,#REF!,#REF!
3824,,LMCB8,"LIMA   1/2 CAÑA BASTARDA ""PLENA""   8""",6171.47,#REF!,#REF!,#REF!
3825,,LMCB10,"LIMA   1/2 CAÑA BASTARDA ""PLENA""  10""",8039.65,#REF!,#REF!,#REF!
3826,,LMCB12,"LIMA   1/2 CAÑA BASTARDA ""PLENA""  12""",10248.58,#REF!,#REF!,#REF!
3827,,LCF4,"LIMA   CUADRADAS 1/2 FINA ""PLENA""   4""",3674.13,#REF!,#REF!,#REF!
3828,,LCF6,"LIMA   CUADRADAS 1/2 FINA ""PLENA""   6""",3911.03,#REF!,#REF!,#REF!
3829,,LCF8,"LIMA   CUADRADAS 1/2 FINA ""PLENA""   8""",4791.69,#REF!,#REF!,#REF!
3830,,LCF10,"LIMA   CUADRADAS 1/2 FINA ""PLENA""  10""",6062.03,#REF!,#REF!,#REF!
3831,,LCF12,"LIMA   CUADRADAS 1/2 FINA ""PLENA""  12""",8681.68,#REF!,#REF!,#REF!
3832,,LCB4,"LIMA   CUADRADAS BASTARDAS ""PLENA""   4""",3430.79,#REF!,#REF!,#REF!
3833,,LCB6,"LIMA   CUADRADAS BASTARDAS ""PLENA""   6""",3713.18,#REF!,#REF!,#REF!
3834,,LCB8,"LIMA   CUADRADAS BASTARDAS ""PLENA""   8""",4217.03,#REF!,#REF!,#REF!
3835,,LCB10,"LIMA   CUADRADAS BASTARDAS ""PLENA"" 10""",5672.34,#REF!,#REF!,#REF!
3836,,LCB12,"LIMA   CUADRADAS BASTARDAS ""PLENA"" 12""",8355.52,#REF!,#REF!,#REF!
3837,,LPF4,"LIMA   PARALELA 1/2 FINA ""PLENA""   4""",3841.07,#REF!,#REF!,#REF!
3838,,LPF6,"LIMA   PARALELA 1/2 FINA ""PLENA""   6""",4177.11,#REF!,#REF!,#REF!
3839,,LPF8,"LIMA   PARALELA 1/2 FINA ""PLENA""   8""",5359.48,#REF!,#REF!,#REF!
3840,,LPF10,"LIMA   PARALELA 1/2 FINA ""PLENA""  10""",6934.1,#REF!,#REF!,#REF!
3841,,LPF12,"LIMA   PARALELA 1/2 FINA ""PLENA""  12""",9125.87,#REF!,#REF!,#REF!
3842,,LPB4,"LIMA   PARALELA BASTARDA ""PLENA""   4""",3567.69,#REF!,#REF!,#REF!
3843,,LPB6,"LIMA   PARALELA BASTARDA ""PLENA""   6""",3954.8,#REF!,#REF!,#REF!
3844,,LPB8,"LIMA   PARALELA BASTARDA ""PLENA""   8""",5195.11,#REF!,#REF!,#REF!
3845,,LPB10,"LIMA   PARALELA BASTARDA ""PLENA""  10""",6516.52,#REF!,#REF!,#REF!
3846,,LPB12,"LIMA   PARALELA BASTARDA ""PLENA""  12""",8517.74,#REF!,#REF!,#REF!
3847,,LRF4,"LIMA   REDONDAS 1/2"" FINA ""PLENA""   4""",3384.01,#REF!,#REF!,#REF!
3848,,LRF6,"LIMA   REDONDAS 1/2"" FINA ""PLENA""   6""",3519.2,#REF!,#REF!,#REF!
3849,,LRF8,"LIMA   REDONDAS 1/2"" FINA ""PLENA""   8""",4260.8,#REF!,#REF!,#REF!
3850,,LRM10,"LIMA   REDONDAS 1/2"" FINA ""PLENA""  10""",5551.32,#REF!,#REF!,#REF!
3851,,LRF12,"LIMA   REDONDAS 1/2"" FINA ""PLENA""  12""",8355.52,#REF!,#REF!,#REF!
3852,,LRB4,"LIMA   REDONDAS BASTARDAS ""PLENA""   4""",3229.93,#REF!,#REF!,#REF!
3853,,LRB6,"LIMA   REDONDAS BASTARDAS ""PLENA""   6""",3527.35,#REF!,#REF!,#REF!
3854,,LRB8,"LIMA   REDONDAS BASTARDAS ""PLENA""   8""",3954.8,#REF!,#REF!,#REF!
3855,,LRB10,"LIMA   REDONDAS BASTARDAS ""PLENA""  10""",5195.11,#REF!,#REF!,#REF!
3856,,LRB12,"LIMA   REDONDAS BASTARDAS ""PLENA""  12""",7796.73,#REF!,#REF!,#REF!
3857,,LTF4,"LIMA   TRIANGULO 1/2 FINA ""PLENA""   4""",4253.93,#REF!,#REF!,#REF!
3858,,LTF6,"LIMA   TRIANGULO 1/2 FINA ""PLENA""   6""",4267.67,#REF!,#REF!,#REF!
3859,,LTF8,"LIMA   TRIANGULO 1/2 FINA ""PLENA""   8""",5776.63,#REF!,#REF!,#REF!
3860,,LTF10,"LIMA   TRIANGULO 1/2 FINA ""PLENA""  10""",7738.37,#REF!,#REF!,#REF!
3861,,LTB4,"LIMA   TRIANGULO BASTARDA ""PLENA""   4""",3335.08,#REF!,#REF!,#REF!
3862,,LTB6,"LIMA   TRIANGULO BASTARDA ""PLENA""   6""",4068.96,#REF!,#REF!,#REF!
3863,,LTB8,"LIMA   TRIANGULO BASTARDA ""PLENA""   8""",5256.91,#REF!,#REF!,#REF!
3864,,LTB10,"LIMA   TRIANGULO BASTARDA ""PLENA""  10""",7378.29,#REF!,#REF!,#REF!
3865,,,,0.0,#REF!,#REF!,#REF!
3866,,,"LIMAS PARA MOTOSIERRAS ""LACATUS""",0.0,#REF!,#REF!,#REF!
3867,,LPM532,LIMA PARA MOTOSIERRA   5/32,925.23,#REF!,#REF!,#REF!
3868,,LPM316,LIMA PARA MOTOSIERRA  3/16,925.23,#REF!,#REF!,#REF!
3869,,LPM732,LIMA PARA MOTOSIERRA 7/32,925.23,#REF!,#REF!,#REF!
3870,,,,0.0,#REF!,#REF!,#REF!
3871,,,LIMPIA ACERO INOXIDABLE,0.0,#REF!,#REF!,#REF!
3872,,LIAI,LIMPIADOR DE ACERO INOXIDABLE aerosol x 385grs,4929.09,#REF!,#REF!,#REF!
3873,,,,0.0,#REF!,#REF!,#REF!
3874,,,LINTERNAS,0.0,#REF!,#REF!,#REF!
3875,,LINTG,LINTERNA FLUO 2 PILAS GRANDE,427.67,#REF!,#REF!,#REF!
3876,,,,0.0,#REF!,#REF!,#REF!
3877,,,LINTERNAS METALICAS DE LED,0.0,#REF!,#REF!,#REF!
3878,,LCRE,LINTERNA CREE LED,929.52,#REF!,#REF!,#REF!
3879,,LINM,LINTERNA MINERO (6619),3363.69,#REF!,#REF!,#REF!
3880,,,,0.0,#REF!,#REF!,#REF!
3881,,,LITARGIRIO,0.0,#REF!,#REF!,#REF!
3882,,L100,LITARGIRIO 100 grs.,631.9,#REF!,#REF!,#REF!
3883,,L200,LITARGIRIO 250 grs.,1205.77,#REF!,#REF!,#REF!
3884,,,,0.0,#REF!,#REF!,#REF!
3885,,,LLANAS DENTADAS SANTA JUANA,0.0,#REF!,#REF!,#REF!
3886,,LLD44,LLANA DENTADA -  4 x  4 - SANTA JUANA,2479.32,#REF!,#REF!,#REF!
3887,,LLD66,LLANA DENTADA -  6 x  6 - SANTA JUANA,2479.32,#REF!,#REF!,#REF!
3888,,LLD88,LLANA DENTADA -  8 x  8 - SANTA JUANA,2479.32,#REF!,#REF!,#REF!
3889,,LLD1010,LLANA DENTADA - 10 x 10 - SANTA JUANA,2479.32,#REF!,#REF!,#REF!
3890,,LLD1212,LLANA DENTADA - 12 x 12 - SANTA JUANA,2479.32,#REF!,#REF!,#REF!
3891,,,,0.0,#REF!,#REF!,#REF!
3892,,,LLANAS YESEROS PLASTICAS,0.0,#REF!,#REF!,#REF!
3893,,LLP1225,LLANA PLASTICA 120 x 250 mm.,1743.56,#REF!,#REF!,#REF!
3894,,LLP1230,LLANA PLASTICA 120 x 300 mm.,1805.65,#REF!,#REF!,#REF!
3895,,LLPT,LLANA PLASTICA PARA TARQUINI 30X15,2556.84,#REF!,#REF!,#REF!
3896,,,,0.0,#REF!,#REF!,#REF!
3897,,,LLANAS YESEROS SANTA JUANA,0.0,#REF!,#REF!,#REF!
3898,,LLYP1230,"LLANA YESERO ""PRO"" 12 x 30 "" SANTA JUANA""",5887.33,#REF!,#REF!,#REF!
3899,,LLY1225,LLANA YESERO 120 x 250 mm. SANTA JUANA,2258.27,#REF!,#REF!,#REF!
3900,,LLY1230,LLANA YESERO 120 x 300 mm. SANTA JUANA,2412.24,#REF!,#REF!,#REF!
3901,,,,0.0,#REF!,#REF!,#REF!
3902,,,"LLAVE DE CAÑO ""METZ"" CROMO VANADIO",0.0,#REF!,#REF!,#REF!
3903,,LLCM1,"LLAVE DE CAÑO T/SUECA    1""  ""METZ""",20440.93,#REF!,#REF!,#REF!
3904,,LLCM112,"LLAVE DE CAÑO T/SUECA   1 1/2""  ""METZ""",27716.87,#REF!,#REF!,#REF!
3905,,LLCM2,"LLAVE DE CAÑO T/SUECA  2""  ""METZ""",47337.15,#REF!,#REF!,#REF!
3906,,,,0.0,#REF!,#REF!,#REF!
3907,,,LLAVE DE CAÑO TIPO SUECA,0.0,#REF!,#REF!,#REF!
3908,,LLC112,"LLAVE DE CAÑO T/SUECA  1 1/2""",6700.8,#REF!,#REF!,#REF!
3909,,LLC2,"LLAVE DE CAÑO T/SUECA  2""",9633.45,#REF!,#REF!,#REF!
3910,,,,0.0,#REF!,#REF!,#REF!
3911,,,LLAVE P/LAVATORIO CROMADA,0.0,#REF!,#REF!,#REF!
3912,,LLLC,LLAVE LAVATORIO IMPORTADA,6210.53,#REF!,#REF!,#REF!
3913,,LLPL,"LLAVE PARA LAVATORIOS  ""S 3""",6061.18,#REF!,#REF!,#REF!
3914,,,,0.0,#REF!,#REF!,#REF!
3915,,,LLAVEROS  NIQUELADOS,0.0,#REF!,#REF!,#REF!
3916,,LLR17,LLAVERO REDONDO NIQUELADO 17 mm.,21.07,#REF!,#REF!,#REF!
3917,,LLR20,LLAVERO REDONDO NIQUELADO 20 mm.,24.09,#REF!,#REF!,#REF!
3918,,LLR22,LLAVERO REDONDO NIQUELADO 22 mm.,25.73,#REF!,#REF!,#REF!
3919,,LLR25,LLAVERO REDONDO NIQUELADO 25 mm.,29.42,#REF!,#REF!,#REF!
3920,,LLR30,LLAVERO REDONDO NIQUELADO 30 mm.,36.54,#REF!,#REF!,#REF!
3921,,,,0.0,#REF!,#REF!,#REF!
3922,,,LLAVES AJUSTABLES,0.0,#REF!,#REF!,#REF!
3923,,LLAF6,LLAVE AJUSTABLE FOSFATIZADA  6   TIPO BAHCO,2664.93,#REF!,#REF!,#REF!
3924,,LLAF8,LLAVE AJUSTABLE FOSFATIZADA  8   TIPO BAHCO,3637.0,#REF!,#REF!,#REF!
3925,,LLAF10,LLAVE AJUSTABLE FOSFATIZADA 10  TIPO BAHCO,4843.69,#REF!,#REF!,#REF!
3926,,LLAF12,LLAVE AJUSTABLE FOSFATIZADA 12  TIPO BAHCO,6893.54,#REF!,#REF!,#REF!
3927,,,,0.0,#REF!,#REF!,#REF!
3928,,,"LLAVES AJUSTABLES L/ INDUSTRIAL ""METZ""",0.0,#REF!,#REF!,#REF!
3929,,LLAF6M,"LLAVE AJUSTABLE FOSFATIZADA  6""  ""METZ"" INDUSTRIAL",4423.18,#REF!,#REF!,#REF!
3930,,LLAF8M,"LLAVE AJUSTABLE FOSFATIZADA  8""  ""METZ"" INDUSTRIAL",6220.41,#REF!,#REF!,#REF!
3931,,LLAF10M,"LLAVE AJUSTABLE FOSFATIZADA 10""  ""METZ"" INDUSTRIAL",8079.47,#REF!,#REF!,#REF!
3932,,LLAF12M,"LLAVE AJUSTABLE FOSFATIZADA 12""  ""METZ"" INDUSTRIAL",12275.6,#REF!,#REF!,#REF!
3933,,LLAF15M,"LLAVE AJUSTABLE FOSFATIZADA 15""  ""METZ"" INDUSTRIAL",26364.01,#REF!,#REF!,#REF!
3934,,LLAF18M,"LLAVE AJUSTABLE FOSFATIZADA 18""  ""METZ"" INDUSTRIAL",42539.58,#REF!,#REF!,#REF!
3935,,,,0.0,#REF!,#REF!,#REF!
3936,,,LLAVES ALLEN EN JUEGO,0.0,#REF!,#REF!,#REF!
3937,,LLAC,LLAVE ALLEN CORTA C/ CABEZA ESFERICA 9 piezas mm.,2847.65,#REF!,#REF!,#REF!
3938,,LLA10M,LLAVE ALLEN JUEGO 10 piezas MILIMETRICA,1455.94,#REF!,#REF!,#REF!
3939,,LLA10P,LLAVE ALLEN JUEGO 10 piezas PULGADAS,1455.94,#REF!,#REF!,#REF!
3940,,LLAL,LLAVE ALLEN LARGA C/ CABEZA ESFERICA 9 piezas mm.,4727.22,#REF!,#REF!,#REF!
3941,,,,0.0,#REF!,#REF!,#REF!
3942,,,"LLAVES ALLEN MILIMETROS ""EXTRAPOL""",0.0,#REF!,#REF!,#REF!
3943,,LLA15,"LLAVE ALLEN ""EXTRAPOL""  1.5 mm",143.69,#REF!,#REF!,#REF!
3944,,LLA2,"LLAVE ALLEN ""EXTRAPOL""  2 mm",143.69,#REF!,#REF!,#REF!
3945,,LLA25,"LLAVE ALLEN ""EXTRAPOL""  2.5 mm",143.69,#REF!,#REF!,#REF!
3946,,LLA3,"LLAVE ALLEN ""EXTRAPOL""  3 mm",151.48,#REF!,#REF!,#REF!
3947,,LLA35,"LLAVE ALLEN ""EXTRAPOL""  3.5 mm",166.7,#REF!,#REF!,#REF!
3948,,LLA4,"LLAVE ALLEN ""EXTRAPOL""  4 mm",226.86,#REF!,#REF!,#REF!
3949,,LLA45,"LLAVE ALLEN ""EXTRAPOL""  4.5 mm",257.3,#REF!,#REF!,#REF!
3950,,LLA5,"LLAVE ALLEN ""EXTRAPOL""  5 mm",272.16,#REF!,#REF!,#REF!
3951,,LLA55,"LLAVE ALLEN ""EXTRAPOL""  5.5 mm",302.6,#REF!,#REF!,#REF!
3952,,LLA6,"LLAVE ALLEN ""EXTRAPOL""  6 mm",385.77,#REF!,#REF!,#REF!
3953,,LLA7,"LLAVE ALLEN ""EXTRAPOL""  7 mm",559.54,#REF!,#REF!,#REF!
3954,,LLA8,"LLAVE ALLEN ""EXTRAPOL""  8 mm",711.02,#REF!,#REF!,#REF!
3955,,LLA9,"LLAVE ALLEN ""EXTRAPOL""  9 mm",945.32,#REF!,#REF!,#REF!
3956,,LLA10,"LLAVE ALLEN ""EXTRAPOL"" 10 mm",1058.22,#REF!,#REF!,#REF!
3957,,LLA11,"LLAVE ALLEN ""EXTRAPOL"" 11 mm",1436.2,#REF!,#REF!,#REF!
3958,,LLA122,"LLAVE ALLEN ""EXTRAPOL"" 12 mm",1889.92,#REF!,#REF!,#REF!
3959,,LLA144,"LLAVE ALLEN ""EXTRAPOL"" 14 mm",2645.54,#REF!,#REF!,#REF!
3960,,LLA9M,"LLAVE ALLEN JUEGO 9 pzas. MILIMETROS ""EXTRAPOL""",4157.48,#REF!,#REF!,#REF!
3961,,,,0.0,#REF!,#REF!,#REF!
3962,,,"LLAVES ALLEN PULGADAS ""EXTRAPOL""",0.0,#REF!,#REF!,#REF!
3963,,LLA332,"LLAVE ALLEN ""EXTRAPOL""          3/32""",147.83,#REF!,#REF!,#REF!
3964,,LLA18,"LLAVE ALLEN ""EXTRAPOL""         1/8""",171.5,#REF!,#REF!,#REF!
3965,,LLA532,"LLAVE ALLEN ""EXTRAPOL""        5/32""",233.4,#REF!,#REF!,#REF!
3966,,LLA732,"LLAVE ALLEN ""EXTRAPOL""        7/32""",311.81,#REF!,#REF!,#REF!
3967,,LLA316,"LLAVE ALLEN ""EXTRAPOL""       3/16""",264.71,#REF!,#REF!,#REF!
3968,,LLA14,"LLAVE ALLEN ""EXTRAPOL""      1/4""",435.48,#REF!,#REF!,#REF!
3969,,LLA516,"LLAVE ALLEN ""EXTRAPOL""     5/16""",731.5,#REF!,#REF!,#REF!
3970,,LLA38,"LLAVE ALLEN ""EXTRAPOL""    3/8""",1026.8,#REF!,#REF!,#REF!
3971,,LLA716,"LLAVE ALLEN ""EXTRAPOL""   7/16""",1384.36,#REF!,#REF!,#REF!
3972,,LLA12,"LLAVE ALLEN ""EXTRAPOL""  1/2""",1796.54,#REF!,#REF!,#REF!
3973,,LLA916,"LLAVE ALLEN ""EXTRAPOL"" 9/16""",2721.75,#REF!,#REF!,#REF!
3974,,LLA9P,"LLAVE ALLEN JUEGO 9 pzas. PULGADAS ""EXTRAPOL""",4277.24,#REF!,#REF!,#REF!
3975,,,,0.0,#REF!,#REF!,#REF!
3976,,,"LLAVES COMBINADAS ""RHEIN""",0.0,#REF!,#REF!,#REF!
3977,,LLCR144,"LLAVE COMBINADA  "" RHEIN ""                  1/4""",1709.02,#REF!,#REF!,#REF!
3978,,LLCR516,"LLAVE COMBINADA  "" RHEIN ""                 5/16""",1855.23,#REF!,#REF!,#REF!
3979,,LLCR38,"LLAVE COMBINADA  "" RHEIN ""                3/8""",1913.37,#REF!,#REF!,#REF!
3980,,LLCR716,"LLAVE COMBINADA  "" RHEIN ""               7/16""",2016.37,#REF!,#REF!,#REF!
3981,,LLCR122,"LLAVE COMBINADA  "" RHEIN ""              1/2""",2141.26,#REF!,#REF!,#REF!
3982,,LLCR916,"LLAVE COMBINADA  "" RHEIN ""             9/16""",2473.25,#REF!,#REF!,#REF!
3983,,LLCR58,"LLAVE COMBINADA  "" RHEIN ""            5/8""",2724.44,#REF!,#REF!,#REF!
3984,,LLCR1116,"LLAVE COMBINADA  "" RHEIN ""           11/16""",3166.15,#REF!,#REF!,#REF!
3985,,LLCR1316,"LLAVE COMBINADA  "" RHEIN ""           13/16""",2198.33,#REF!,#REF!,#REF!
3986,,LLCR34,"LLAVE COMBINADA  "" RHEIN ""          3/4""",3508.57,#REF!,#REF!,#REF!
3987,,LLCR78,"LLAVE COMBINADA  "" RHEIN ""         7/8""",4431.57,#REF!,#REF!,#REF!
3988,,LLCR1,"LLAVE COMBINADA  "" RHEIN ""       1""",5713.33,#REF!,#REF!,#REF!
3989,,LLCR11166,"LLAVE COMBINADA  "" RHEIN ""      1 1/16""",7007.76,#REF!,#REF!,#REF!
3990,,LLCR118,"LLAVE COMBINADA  "" RHEIN ""     1 1/8""",7966.2,#REF!,#REF!,#REF!
3991,,LLCR1114,"LLAVE COMBINADA  "" RHEIN ""    1 1/4""",9248.0,#REF!,#REF!,#REF!
3992,,LLCR6,"LLAVE COMBINADA  "" RHEIN ""    6mm",1680.35,#REF!,#REF!,#REF!
3993,,LLCR7,"LLAVE COMBINADA  "" RHEIN ""    7mm",1722.06,#REF!,#REF!,#REF!
3994,,LLCR8,"LLAVE COMBINADA  "" RHEIN ""    8mm",1767.32,#REF!,#REF!,#REF!
3995,,LLCR9,"LLAVE COMBINADA  "" RHEIN ""    9mm",1825.38,#REF!,#REF!,#REF!
3996,,LLCR10,"LLAVE COMBINADA  "" RHEIN ""   10mm",1847.18,#REF!,#REF!,#REF!
3997,,LLCR11,"LLAVE COMBINADA  "" RHEIN ""   11mm",2016.37,#REF!,#REF!,#REF!
3998,,LLCR12,"LLAVE COMBINADA  "" RHEIN ""   12mm",2074.9,#REF!,#REF!,#REF!
3999,,LLCR13,"LLAVE COMBINADA  "" RHEIN ""   13mm",2149.31,#REF!,#REF!,#REF!
4000,,LLCR14,"LLAVE COMBINADA  "" RHEIN ""   14mm",2489.36,#REF!,#REF!,#REF!
4001,,LLCR15,"LLAVE COMBINADA  "" RHEIN ""   15mm",2663.77,#REF!,#REF!,#REF!
4002,,LLCR16,"LLAVE COMBINADA  "" RHEIN ""   16mm",2724.44,#REF!,#REF!,#REF!
4003,,LLCR17,"LLAVE COMBINADA  "" RHEIN ""   17mm",3166.15,#REF!,#REF!,#REF!
4004,,LLCR18,"LLAVE COMBINADA  "" RHEIN ""   18mm",3513.07,#REF!,#REF!,#REF!
4005,,LLCR19,"LLAVE COMBINADA  "" RHEIN ""   19mm",3599.33,#REF!,#REF!,#REF!
4006,,LLCR20,"LLAVE COMBINADA  "" RHEIN ""   20mm",3858.81,#REF!,#REF!,#REF!
4007,,LLCR21,"LLAVE COMBINADA  "" RHEIN ""   21mm",4256.92,#REF!,#REF!,#REF!
4008,,LLCR22,"LLAVE COMBINADA  "" RHEIN ""   22mm",4402.89,#REF!,#REF!,#REF!
4009,,LLCR23,"LLAVE COMBINADA  "" RHEIN ""   23mm",4771.62,#REF!,#REF!,#REF!
4010,,LLCR24,"LLAVE COMBINADA  "" RHEIN ""   24mm",5148.29,#REF!,#REF!,#REF!
4011,,LLCR25,"LLAVE COMBINADA  "" RHEIN ""   25mm",5674.71,#REF!,#REF!,#REF!
4012,,LLCR26,"LLAVE COMBINADA  "" RHEIN ""   26mm",6369.98,#REF!,#REF!,#REF!
4013,,LLCR27,"LLAVE COMBINADA  "" RHEIN ""   27mm",7879.14,#REF!,#REF!,#REF!
4014,,LLCR28,"LLAVE COMBINADA  "" RHEIN ""   28mm",8331.61,#REF!,#REF!,#REF!
4015,,LLCR29,"LLAVE COMBINADA  "" RHEIN ""   29mm",8559.34,#REF!,#REF!,#REF!
4016,,LLCR30,"LLAVE COMBINADA  "" RHEIN ""   30mm",9003.42,#REF!,#REF!,#REF!
4017,,LLCR32,"LLAVE COMBINADA  "" RHEIN ""   32mm",9898.31,#REF!,#REF!,#REF!
4018,,,,0.0,#REF!,#REF!,#REF!
4019,,,LLAVES DE PASO METALICAS,0.0,#REF!,#REF!,#REF!
4020,,LLPE12,"LLAVE DE PASO ESF.NIQUELADA  1/2"" PASO TOTAL",1583.98,#REF!,#REF!,#REF!
4021,,LLPE34,"LLAVE DE PASO ESF.NIQUELADA  3/4"" PASO TOTAL",2265.61,#REF!,#REF!,#REF!
4022,,LLPE1,"LLAVE DE PASO ESF.NIQUELADA 1"" PASO TOTAL",3349.1,#REF!,#REF!,#REF!
4023,,,,0.0,#REF!,#REF!,#REF!
4024,,,"LLAVES DE PASO PLASTICAS ""DUKE""",0.0,#REF!,#REF!,#REF!
4025,,LLPD12,LLAVE DE PASO ESF.PLAST. DUKE     1/2,832.03,#REF!,#REF!,#REF!
4026,,LLPD34,LLAVE DE PASO ESF.PLAST. DUKE    3/4,1045.97,#REF!,#REF!,#REF!
4027,,LLPD1,"LLAVE DE PASO ESF.PLAST. DUKE   1""",1578.5,#REF!,#REF!,#REF!
4028,,,,0.0,#REF!,#REF!,#REF!
4029,,,"LLAVES DE PASO PLASTICAS ""T G PLAST""",0.0,#REF!,#REF!,#REF!
4030,,LLP12,LLAVE DE PASO ESF. PLAST  1/2,557.76,#REF!,#REF!,#REF!
4031,,LLP34,LLAVE DE PASO ESF. PLAST  3/4,724.48,#REF!,#REF!,#REF!
4032,,LLP1,"LLAVE DE PASO ESF. PLAST 1""",1288.41,#REF!,#REF!,#REF!
4033,,,,0.0,#REF!,#REF!,#REF!
4034,,,LLAVES PARA AMOLADORA,0.0,#REF!,#REF!,#REF!
4035,,LLPA,LLAVE DE AJUSTE UNIVERSAL PARA AMOLADORA,2291.64,#REF!,#REF!,#REF!
4036,,,,0.0,#REF!,#REF!,#REF!
4037,,,LLAVES PARA MANDRIL,0.0,#REF!,#REF!,#REF!
4038,,LLM10,"LLAVE PARA MANDRIL ""ROTTWEILER"" 10 mm.",657.52,#REF!,#REF!,#REF!
4039,,LLM13,"LLAVE PARA MANDRIL ""ROTTWEILER"" 13 mm.",758.7,#REF!,#REF!,#REF!
4040,,,,0.0,#REF!,#REF!,#REF!
4041,,,LLAVES STILLSON,0.0,#REF!,#REF!,#REF!
4042,,LLS12,"LLAVE TIPO STILLSON 12""",2721.15,#REF!,#REF!,#REF!
4043,,LLS14,"LLAVE TIPO STILLSON 14""",3290.58,#REF!,#REF!,#REF!
4044,,,,0.0,#REF!,#REF!,#REF!
4045,,,LLAVES TIPO T CROMO VANADIO,0.0,#REF!,#REF!,#REF!
4046,,LLT6,LLAVE TIPO T CROMO VANADIO STD   6mm.,2034.75,#REF!,#REF!,#REF!
4047,,LLT7,LLAVE TIPO T CROMO VANADIO STD   7mm.,2034.75,#REF!,#REF!,#REF!
4048,,LLT8,LLAVE TIPO T CROMO VANADIO STD   8mm.,2117.46,#REF!,#REF!,#REF!
