,Unnamed: 0,Unnamed: 1,Unnamed: 2
771,,FLEXIBLE MALLADO PARA AGUA 3/4 x 20 cms.,FMA3420
772,,FLEXIBLE MALLADO PARA AGUA 3/4 x 25 cms.,FMA3425
773,,FLEXIBLE MALLADO PARA AGUA 3/4 x 30 cms.,FMA3430
774,,FLEXIBLE MALLADO PARA AGUA 3/4 x 35 cms.,FMA3435
775,,FLEXIBLE MALLADO PARA AGUA 3/4 x 40 cms.,FMA3440
776,,FLEXIBLE MALLADO PARA AGUA 3/4 x 50 cms.,FMA3450
777,,FLEXIBLE MALLADO PARA GAS 1/2 x  30 cms.,FMG30
778,,FLEXIBLE MALLADO PARA GAS 1/2 x  40 cms.,FMG40
779,,FLEXIBLE MALLADO PARA GAS 1/2 x  50 cms.,FMG50
780,,FLEXIBLE MALLADO PARA GAS 1/2 x  60 cms.,FMG60
781,,FLEXIBLE MALLADO PARA GAS 1/2 x  80 cms.,FMG80
782,,FLEXIBLE MALLADO PARA GAS 1/2 x 100 cms.,FMG100
783,,FLEXIBLE MALLADO PARA GAS 1/2 x 120 cms.,FMG120
784,,FLEXIBLE MALLADO PARA GAS 1/2 x 150 cms.,FMG150
785,,"FOSFATIZANTE / DESOXIDANTE 1000 cc. ""TF 3""",FOS1000
786,,FRATACHO ABRASIVO 13 x 20 FINO,FAF
787,,FRATACHO ABRASIVO 13 x 20 GRUESO,FAG
788,,FRATACHO ABRASIVO 13 x 20 MEDIANO,FAM
789,,FRATACHO ALGARROBO 20 cms,FMA20
790,,FRATACHO ALGARROBO 25 cms,FMA25
791,,FRATACHO ALGARROBO 30 cms,FMA30
792,,FRATACHO ALGARROBO 35 cms,FMA35
793,,FRATACHO ALGARROBO 40 cms,FMA40
794,,FRATACHO MAD.PINO C/ FIELTRO 20 cms,FMPF20
795,,FRATACHO MAD.PINO C/ FIELTRO 25 cms,FMPF25
796,,FRATACHO MAD.PINO C/ FIELTRO 30 cms,FMPF30
797,,FRATACHO MADERA PINO 25 cms,FMP25
798,,FRATACHO MADERA PINO 30 cms,FMP30
799,,FRATACHO MADERA PINO 35 cms,FMP35
800,,FRATACHO MADERA PINO 40 cms,FMP40
801,,FRATACHO P/ALBAÑIL 20 cms. PLAST. C/ESP.,FP20
802,,FRATACHO P/ALBAÑIL 25 cms. PLAST. C/ESP.,FP25
803,,FRATACHO P/ALBAÑIL 30 cms. PLAST. C/ESP.,FP30
804,,GANCHO PARA HAMACA con base p/atornillar,GPH
805,,GANCHO SOGA ELASTICA PLASTICO,GSE
806,,GANCHO P/TECHO T. J 50 mm. C/ARAND.TUE.  - B -,GJ50
807,,GANCHO P/TECHO T. J 60 mm. C/ARAND.TUE.  - B -,GJ60
808,,GANCHO P/TECHO T. J 70 mm. C/ARAND.TUE.  - B -,GJ70
809,,GANCHO P/TECHO T. J 80 mm. C/ARAND.TUE.  - B -,GJ80
810,,GANCHO P/TECHO T. J 90 mm. C/ARAND.TUE.  - B -,GJ90
811,,GANCHO P/TECHO T. J100 mm. C/ARAND.TUE.  - B -,GJ100
812,,"GANCHO TIRA-ALAMBRE   7""",GTA7
813,,"GANCHO TIRA-ALAMBRE   8""",GTA8
814,,"GANCHO TIRA-ALAMBRE   9""",GTA9
815,,"GANCHO TIRA-ALAMBRE  10""",GTA10
816,,GLICERINA  100 cc.,G100
817,,GLICERINA 250 cc.,G200
818,,TUBO DE GOMA TRASLUCIDO rollo 10 mts,TGT58
819,,"GRAFITO EN POLVO X 60 grs. "" TF3 """,GPS
820,,"GRAMPA P/CABLE DE ACERO            1/8 """,GCA18
821,,"GRAMPA P/CABLE DE ACERO          3/16""",GCA316
822,,"GRAMPA P/CABLE DE ACERO         1/4""",GCA14
823,,"GRAMPA P/CABLE DE ACERO        5/16""",GCA516
824,,"GRAMPA P/CABLE DE ACERO       3/8""",GCA38
825,,"GRAMPA P/CABLE DE ACERO      1/2""",GCA12
826,,"GRAMPA P/CAÑO MEDIO OMEGA -  1/2""",GMO12
827,,"GRAMPA P/CAÑO MEDIO OMEGA -  3/4""",GMO34
828,,"GRAMPA P/CAÑO MEDIO OMEGA - 1""",GMO1
829,,"GRAMPA P/CAÑO TIPO OMEGA -  1/2""",GO12
830,,"GRAMPA P/CAÑO TIPO OMEGA -  3/4""",GO34
831,,"GRAMPA P/CAÑO TIPO OMEGA - 1""",GO1
832,,"GRAMPA P/CAÑO TIPO OMEGA - 1.1/ 4""",GO114
833,,"GRAMPA P/CAÑO TIPO OMEGA - 1.1/2""",GO112
834,,"GRAMPA P/CAÑO TIPO OMEGA - 2""",GO2
835,,"GRAMPA P/CAÑO TIPO OMEGA - 21/2""",GO212
836,,"GRAMPA P/CAÑO TIPO OMEGA - 3""",GO3
837,,"GRAMPA P/CAÑO TIPO OMEGA - 4""",GO4
838,,GRAMPA ESPEJO CHICA CORREDIZA,GECC
839,,GRAMPA ESPEJO CHICA FIJA,GECF
840,,GRAMPA ESPEJO GRANDE CORREDIZA,GEGC
841,,GRAMPA ESPEJO GRANDE FIJA,GEGF
842,,GRAMPA P/LAVATORIO CORTAS,GLC
843,,GRAMPA P/LAVATORIO LARGAS,GLL
844,,"GRASA AMARILLA ""TF3""  100 grs.",GAT100
845,,"GRASA AMARILLA ""TF3""  250 grs.",GAT250
846,,"GRASA AMARILLA ""TF3""  450 grs.",GAT450
847,,"GRASA AMARILLA ""TF3""  900 grs.",GAT900
848,,"GRASA AMARILLA ""TF3"" 4000 grs.",GAT4000
849,,"GRASA GRAFITADA ""TF3"" 100 grs.",GGT100
850,,"GRASA GRAFITADA ""TF3"" 250 grs.",GGT250
851,,"GRASA LITIO ""TF3""  100 grs.",GLT100
852,,"GRASA LITIO ""TF3""  250 grs.",GLT250
853,,"GRASA LITIO ""TF3""  450 grs.",GLT450
854,,"GRASA LITIO ""TF3""  900 grs.",GLT900
855,,"GRASA LITIO ""TF3"" 4000 grs.",GLT4000
856,,"GRASA RODAMIENTOS ""TF3""  100 grs.",GRT100
857,,"GRASA RODAMIENTOS ""TF3""  250 grs.",GRT250
858,,"GRASA RODAMIENTOS ""TF3""  450 grs.",GRT450
859,,"GRASA RODAMIENTOS ""TF3""  900 grs.",GRT900
860,,"GRASA RODAMIENTOS ""TF3"" 4000 grs.",GRT4000
861,,GRINFA ARMADOR Y CEMENTISTA  6 mm.,GA6
862,,GRINFA ARMADOR Y CEMENTISTA  8 mm.,GA8
863,,GRINFA ARMADOR Y CEMENTISTA 10 mm.,GA10
864,,GRINFA ARMADOR Y CEMENTISTA 12 mm.,GA12
865,,GRINFA ARMADOR Y CEMENTISTA 14 mm.,GA14
866,,GRINFA ARMADOR Y CEMENTISTA 16 mm.,GA16
867,,GRINFA ARMADOR Y CEMENTISTA 18 mm.,GA18
868,,GRINFA ARMADOR Y CEMENTISTA 20 mm.,GA20
869,,MANIJA ARCO ITALIA  96,MAI96
870,,MANIJA ARCO ITALIA 128,MAI128
871,,MANIJA BARCELONA  96,MBA96
872,,MANIJA BARCELONA 128,MBA128
873,,MANIJA FLORENCIA  96,MFL96
874,,MANIJA FLORENCIA 128,MFL128
875,,MANIJA GOTA 32,MGO32
876,,MANIJA GOTA 64,MGO64
877,,MANIJA L 32,ML32
878,,MANIJA L 64,ML64
879,,MANIJA L 96,ML96
880,,TIRADOR ALFIL,TAL
881,,"PALITA JARDINERA ANCHA MANGO MADERA ""ONZA""",PJTR
882,,PALITA TRANSPLATE ANGOSTA MANGO MADERA ONZA,PTTR
883,,HILO P/ALBAÑIL x 100 grs. NRO. 24 - 12 OVILLOS,HA24100
884,,HILO SISAL  MEDIANO paq. 10 x 60 mts.,HSM
885,,HILO SISAL CHICO  paq. 10u x 30 mts.,HSCH
886,,HILO SISAL GRANDE OVILLOS x 430 grs.,HSG
887,,HILO ALGODON BLANCO x 10 OVILLOS 50 grs.,HAB50
888,,HILO ALGODON CHORICERO  x 10 OVILLOS 50 grs.,HAC50
889,,HILO POLIPROPILENO 100 grs. - 12 OVILLOS,HP100
890,,HILO POLIPROPILENO BOBINA,HP400
891,,HILO POLIPROPILENO CINTA x 2 Kg aprox,HPC
892,,HOJA SIERRA A/CARBONO 18 D.SIN-PAR,HSAC18
893,,HOJA SIERRA A/CARBONO 24 D. SIN-PAR,HSAC24
894,,HOJA SIERRA A/CARBONO 32 D. SIN-PAR,HSAC32
895,,HOJA SIERRA A/RAPIDO 18 D. SIN-PAR,HSAR18
896,,HOJA SIERRA A/RAPIDO 24 D. SIN-PAR,HSAR24
897,,HOJA SIERRA A/RAPIDO 32 D. SIN-PAR,HSAR32
898,,HOJA SIERRA BIMETAL 18 D. SIN PAR,HSB18
899,,HOJA SIERRA BIMETAL 24 D. SIN-PAR,HSB24
900,,HOJA SIERRA BIMETAL 32 D. SIN-PAR,HSB32
901,,"HOJAS DE CALAR EN ALUMINIO ""T"" x 2 unid.",T127D2
902,,"HOJAS DE CALAR EN ALUMINIO ""U"" x 2 unid.",U127D2
903,,"HOJAS DE CALAR P/ MADERA CORTE RECTO ""T"" x 2 unid.",T144D2
904,,"HOJAS DE CALAR P/ MADERA CORTE RECTO ""U"" x 2 unid",U144D2
905,,"HOJAS DE CALAR P/ MADERA, METAL Y ALUMINIO x 4 ""T""",S4T
906,,"HOJAS DE CALAR P/ MADERA, METAL Y ALUMINIO x 4 ""U""",S4U
907,,"HOJAS DE CALAR P/ METAL ""T"" x 2 unid.",T118A2
908,,"HOJAS DE CALAR P/ METAL ""U"" x 2 unid.",U118A2
909,,HOJAS DE CALAR SURTIDAS U y T x 80 unid + EXHIB.,DEE80
910,,HORQUILLA 4 DIENTES C/ CABO TRAMONTINA,H4T
911,,"INFLA SELLA NEUMATICOS ""KUWAIT""",ISN
912,,INGLETE MADERA CHICO (30cm),IMCH
913,,INGLETE MADERA GRANDE (35cm),IMGR
914,,"JAULA RECTANGULAR PARA LAUCHA ""FD""",TLJREC
915,,"JAULA RECTANGULAR PARA RATAS ""FD""",TRJREC
916,,JUEGO DE JARDIN 3 piezas,JJ3P
917,,KIT PARCHE PILETAS DE LONA SOLPLAS,KPPL
918,,KIT REPARACION FIBRA VIDRIO 250 cc.   HUNTER,KR250
919,,KIT REPARACION FIBRA VIDRIO 500 cc.   HUNTER,KR500
920,,"KIT P/ BICI (LLAVES, DESCALZADOR, PARCHE Y PEGAM)",KRB
921,,KIT PARCHE Y SOLUCION PARA BICICLETA (TOV509),KPS
922,,LAPIZ DE WIDIA DIFELBROC  (blister x 10u.),LWK
923,,LIJA AL AGUA  60 HUNTER,LA60
924,,LIJA AL AGUA  80 HUNTER,LA80
925,,LIJA AL AGUA 100 HUNTER,LA100
926,,LIJA AL AGUA 1000 HUNTER,LA1000
927,,LIJA AL AGUA 120 HUNTER,LA120
928,,LIJA AL AGUA 1200 HUNTER,LA1200
929,,LIJA AL AGUA 150 HUNTER,LA150
930,,LIJA AL AGUA 1500 HUNTER,LA1500
931,,LIJA AL AGUA 180 HUNTER,LA180
932,,LIJA AL AGUA 220 HUNTER,LA220
933,,LIJA AL AGUA 240 HUNTER,LA240
934,,LIJA AL AGUA 280 HUNTER,LA280
935,,LIJA AL AGUA 320 HUNTER,LA320
936,,LIJA AL AGUA 360 HUNTER,LA360
937,,LIJA AL AGUA 400 HUNTER,LA400
938,,LIJA AL AGUA 500 HUNTER,LA500
939,,LIJA AL AGUA 600 HUNTER,LA600
940,,LIMA PARA MOTOSIERRA   5/32,LPM532
941,,LIMA PARA MOTOSIERRA 7/32,LPM732
942,,LITARGIRIO 100 grs.,L100
943,,LITARGIRIO 250 grs.,L200
944,,LLANA DENTADA -  4 x  4 - SANTA JUANA,LLD44
945,,LLANA DENTADA -  6 x  6 - SANTA JUANA,LLD66
946,,LLANA DENTADA -  8 x  8 - SANTA JUANA,LLD88
947,,LLANA DENTADA - 10 x 10 - SANTA JUANA,LLD1010
948,,LLANA DENTADA - 12 x 12 - SANTA JUANA,LLD1212
949,,"LLANA YESERO ""PRO"" 12 x 30 "" SANTA JUANA""",LLYP1230
950,,LLANA YESERO 120 x 250 mm. SANTA JUANA,LLY1225
951,,LLANA YESERO 120 x 300 mm. SANTA JUANA,LLY1230
952,,"LLAVE DE PASO ESF.NIQUELADA  1/2"" PASO TOTAL",LLPE12
953,,"LLAVE DE PASO ESF.NIQUELADA  3/4"" PASO TOTAL",LLPE34
954,,"LLAVE DE PASO ESF.NIQUELADA 1"" PASO TOTAL",LLPE1
955,,LLAVE DE PASO ESF.PLAST. DUKE     1/2,LLPD12
956,,LLAVE DE PASO ESF.PLAST. DUKE    3/4,LLPD34
957,,"LLAVE DE PASO ESF.PLAST. DUKE   1""",LLPD1
958,,LLAVE DE PASO ESF. PLAST  1/2,LLP12
959,,LLAVE DE PASO ESF. PLAST  3/4,LLP34
960,,"LLAVE DE PASO ESF. PLAST 1""",LLP1
961,,LLAVE DE AJUSTE UNIVERSAL PARA AMOLADORA,LLPA
962,,"LLAVE PARA MANDRIL ""ROTTWEILER"" 10 mm.",LLM10
963,,"LLAVE PARA MANDRIL ""ROTTWEILER"" 13 mm.",LLM13
964,,LLUVIA PLASTICA CROMADA COMPLETA (608-601),LLPAC
965,,ACEITE LUBRICANTE TEK SPRAY 300 ml.,ALT300
966,,ESPONJA MAGICA LIMPIATODO x 3 unid,EM3
967,,ESPUMA LIMPIATODO TEK SPRAY 400 ml,ELT400
968,,GRAFITO SECO TEKSPRAY 200 ml.,GST200
969,,GRASA BLANCA TEK SPRAY 300 ml.,GBT300
970,,LIMPIA CONTACTOS TEK SPRAY 300 ml.,LCT300
971,,SILICONA LIQUIDA TEK SPRAY 300 ml.,SLT300
972,,VASELINA TEK SPRAY 300 ml.,VST300
973,,"MACHETE "" ONZA "" 20"" CABO PLASTICO",MP20
974,,"MACHETE ""TRAMONTINA"" 20""",MT20
975,,"MACHETE SANTA JUANA 20""",MSJ20
976,,MALLA DE SEGURIDAD NARANJA 1 mt x 50 mts,MSN145
977,,"MANGA CANILLA ""GYNIPLAS"" PVC 1/2",MCP12
978,,"MANGA CANILLA ""GYNIPLAS"" PVC 3/4",MCP34
979,,"MANGA PARA CANILLA BRONCE 1/2""",MCB12
980,,"MANGA PARA CANILLA BRONCE 3/4""",MCB34
981,,MANGUERA CRISTAL  4 X 7        Rollo x 50 mts.,MC47
982,,MANGUERA CRISTAL  5 X 8        Rollo x 50 mts.,MC58
983,,MANGUERA CRISTAL  6 x 9        Rollo x 50 mts.,MC69
984,,MANGUERA CRISTAL  8 x 11      Rollo x 50 mts.,MC811
985,,MANGUERA CRISTAL  9 x 12      Rollo x 50 mts.,MC912
986,,MANGUERA CRISTAL 12 x 15     Rollo x 50 mts.,MC1215
987,,MANGUERA CRISTAL 14 x 18     Rollo x 50 mts.,MC1418
988,,MANGUERA CRISTAL 16 x 20     Rollo x 50 mts.,MC1620
989,,MANGUERA CRISTAL 19 x 25     Rollo x 25 mts.,MC1925
990,,MANGUERA CRISTAL 25 x 31     Rollo x 25 mts.,MC2531
991,,MANGUERA HIDROCARBURO 10 X 14,MH1014
992,,MANGUERA GAS APROBADA DISA   Rollo x 50 mts.,MGAS
993,,MANGUERA CARGA LAVARROPA 1.80 mts.,MCL180
994,,MANGUERA CARGA LAVARROPA 2.50 mts.,MCL250
995,,MANGUERA DESCARGA LAVARROPA 1.80 mts.,MDL180
996,,MANGUERA DESCARGA LAVARROPA 2.50 mts.,MDL250
997,,MANGUERA PRESION ROJA  6 mm.  Rollo x 50 mts.,MPR6
998,,MANGUERA PRESION ROJA  8 mm.  Rollo x 50 mts.,MPR8
999,,MANGUERA PRESION ROJA 10 mm.  Rollo x 50 mts.,MPR10
1000,,MANGUERA PRESION ROJA 12 mm.  Rollo x 50 mts.,MPR12
1001,,MANGUERA PRESION ROJA 19 mm.  Rollo x 25 mts.,MPR19
1002,,MANGUERA PRESION ROJA 25 mm.  Rollo x 25 mts.,MPR25
1003,,MARTILLO BOLITA IMPORTADO DE 200  NEON,MBI200
1004,,MARTILLO BOLITA IMPORTADO DE 300  NEON,MBI300
1005,,MARTILLO BOLITA IMPORTADO DE 500  NEON,MBI500
1006,,MASCARILLA PARA POLVO REFORZADA x 50 u.,MPPR
1007,,MASILLA PARA DURLOCK x  1.7 kgs.,MPD18
1008,,MASILLA PARA DURLOCK x  7 kgs.,MPD7
1009,,MASILLA PARA DURLOCK x 14 kgs.,MPD16
1010,,MASILLA PARA DURLOCK x 28 kgs.,MPD28
1011,,MASILLA P/ MADERA ALGARROBO x 200 grs.  HUNTER,MMALG
1012,,MASILLA P/ MADERA CAOBA x 200 grs.  HUNTER,MMCAO
1013,,MASILLA P/ MADERA CEDRO x 200 grs.  HUNTER,MMCED
1014,,MASILLA P/ MADERA NATURAL x 200 grs.  HUNTER,MMNAT
1015,,MASILLA P/ MADERA NOGAL x 200 grs.  HUNTER,MMNOG
1016,,MASILLA P/ MADERA PETIRIBI x 200 grs.  HUNTER,MMPET
1017,,MASILLA P/ MADERA PINO x 200 grs.  HUNTER,MMPIN
1018,,MASILLA P/ MADERA ROBLE CLARO x 200 grs.  HUNTER,MMRCL
1019,,MASILLA P/ MADERA ROBLE OSCURO x 200 grs.  HUNTER,MMROS
1020,,MASILLA P/ MADERA VIRARO x 200 grs.  HUNTER,MMVIR
1021,,MASILLA P/ VIDRIERO BOLSAS DE  1/2 kg.,MV12
1022,,MASILLA P/ VIDRIERO BOLSAS DE 1 kg.,MV1
1023,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   1",MM100
1024,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   1.25",MM125
1025,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   1.50",MM150
1026,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   1.75",MM175
1027,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   2",MM200
1028,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   2.25",MM225
1029,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   2.50",MM250
1030,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   2.75",MM275
1031,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   3",MM300
1032,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   3.25",MM325
1033,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   3.50",MM350
1034,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   3.75",MM375
1035,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   4",MM400
1036,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   4.25",MM425
1037,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   4.50",MM450
1038,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   4.75",MM475
1039,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   5",MM500
1040,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   5.25",MM525
1041,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   5.50",MM550
1042,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   5.75",MM575
1043,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   6",MM600
1044,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   6.25",MM625
1045,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   6.50",MM650
1046,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   6.75",MM675
1047,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   7",MM700
1048,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   7.25",MM725
1049,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   7.50",MM750
1050,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   7.75",MM775
1051,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   8",MM800
1052,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   8.25",MM825
1053,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   8.50",MM850
1054,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   8.75",MM875
1055,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   9",MM900
1056,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   9.25",MM925
1057,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   9.50",MM950
1058,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   9.75",MM975
1059,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  10",MM1000
1060,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  10.25",MM1025
1061,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  10.50",MM1050
1062,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  10.75",MM1075
1063,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  11",MM1100
1064,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  11.25",MM1125
1065,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  11.50",MM1150
1066,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  11.75",MM1175
1067,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  12",MM1200
1068,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  12.25",MM1225
1069,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  12.50",MM1250
1070,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  12.75",MM1275
1071,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  13",MM1300
1072,,"MECHAS DE ACERO RAPIDO "" EZETA ""  0.50",ME050
1073,,"MECHAS DE ACERO RAPIDO "" EZETA ""  0.75",ME075
1074,,"MECHAS DE ACERO RAPIDO "" EZETA ""  1",ME100
1075,,"MECHAS DE ACERO RAPIDO "" EZETA ""  1.25",ME125
1076,,"MECHAS DE ACERO RAPIDO "" EZETA ""  1.50",ME150
1077,,"MECHAS DE ACERO RAPIDO "" EZETA ""  1.75",ME175
1078,,"MECHAS DE ACERO RAPIDO "" EZETA ""  2",ME200
1079,,"MECHAS DE ACERO RAPIDO "" EZETA ""  2.25",ME225
1080,,"MECHAS DE ACERO RAPIDO "" EZETA ""  2.50",ME250
1081,,"MECHAS DE ACERO RAPIDO "" EZETA ""  2.75",ME275
1082,,"MECHAS DE ACERO RAPIDO "" EZETA ""  3",ME300
1083,,"MECHAS DE ACERO RAPIDO "" EZETA ""  3.25",ME325
1084,,"MECHAS DE ACERO RAPIDO "" EZETA ""  3.50",ME350
1085,,"MECHAS DE ACERO RAPIDO "" EZETA ""  3.75",ME375
1086,,"MECHAS DE ACERO RAPIDO "" EZETA ""  4",ME400
1087,,"MECHAS DE ACERO RAPIDO "" EZETA ""  4.25",ME425
1088,,"MECHAS DE ACERO RAPIDO "" EZETA ""  4.50",ME450
1089,,"MECHAS DE ACERO RAPIDO "" EZETA ""  4.75",ME475
1090,,"MECHAS DE ACERO RAPIDO "" EZETA ""  5",ME500
1091,,"MECHAS DE ACERO RAPIDO "" EZETA ""  5.25",ME525
1092,,"MECHAS DE ACERO RAPIDO "" EZETA ""  5.50",ME550
1093,,"MECHAS DE ACERO RAPIDO "" EZETA ""  5.75",ME575
1094,,"MECHAS DE ACERO RAPIDO "" EZETA ""  6",ME600
1095,,"MECHAS DE ACERO RAPIDO "" EZETA ""  6.25",ME625
1096,,"MECHAS DE ACERO RAPIDO "" EZETA ""  6.50",ME650
1097,,"MECHAS DE ACERO RAPIDO "" EZETA ""  6.75",ME675
1098,,"MECHAS DE ACERO RAPIDO "" EZETA ""  7",ME700
1099,,"MECHAS DE ACERO RAPIDO "" EZETA ""  7.25",ME725
1100,,"MECHAS DE ACERO RAPIDO "" EZETA ""  7.50",ME750
1101,,"MECHAS DE ACERO RAPIDO "" EZETA ""  7.75",ME775
1102,,"MECHAS DE ACERO RAPIDO "" EZETA ""  8",ME800
1103,,"MECHAS DE ACERO RAPIDO "" EZETA ""  8.25",ME825
1104,,"MECHAS DE ACERO RAPIDO "" EZETA ""  8.50",ME850
1105,,"MECHAS DE ACERO RAPIDO "" EZETA ""  8.75",ME875
1106,,"MECHAS DE ACERO RAPIDO "" EZETA ""  9",ME900
1107,,"MECHAS DE ACERO RAPIDO "" EZETA ""  9.25",ME925
1108,,"MECHAS DE ACERO RAPIDO "" EZETA ""  9.50",ME950
1109,,"MECHAS DE ACERO RAPIDO "" EZETA ""  9.75",ME975
1110,,"MECHAS DE ACERO RAPIDO "" EZETA "" 10",ME1000
1111,,"MECHAS DE ACERO RAPIDO "" EZETA "" 10.25",ME1025
1112,,"MECHAS DE ACERO RAPIDO "" EZETA "" 10.50",ME1050
1113,,"MECHAS DE ACERO RAPIDO "" EZETA "" 10.75",ME1075
1114,,"MECHAS DE ACERO RAPIDO "" EZETA "" 11",ME1100
1115,,"MECHAS DE ACERO RAPIDO "" EZETA "" 11.25",ME1125
1116,,"MECHAS DE ACERO RAPIDO "" EZETA "" 11.50",ME1150
1117,,"MECHAS DE ACERO RAPIDO "" EZETA "" 11.75",ME1175
1118,,"MECHAS DE ACERO RAPIDO "" EZETA "" 12",ME1200
1119,,"MECHAS DE ACERO RAPIDO "" EZETA "" 12.25",ME1225
1120,,"MECHAS DE ACERO RAPIDO "" EZETA "" 12.50",ME1250
1121,,"MECHAS DE ACERO RAPIDO "" EZETA "" 12.75",ME1275
1122,,"MECHAS DE ACERO RAPIDO "" EZETA "" 13",ME1300
1123,,"MECHA WIDIA -  SERIE   CORTA   4 mm ""DIFELBROC""",MWN4
1124,,"MECHA WIDIA -  SERIE   CORTA   5 mm ""DIFELBROC""",MWN5
1125,,"MECHA WIDIA -  SERIE   CORTA   6 mm ""DIFELBROC""",MWN6
1126,,"MECHA WIDIA -  SERIE   CORTA   8 mm ""DIFELBROC""",MWN8
1127,,"MECHA WIDIA -  SERIE   CORTA  10 mm ""DIFELBROC""",MWN10
1128,,"MECHA WIDIA -  SERIE   CORTA  12 mm ""DIFELBROC""",MWN12
1129,,"MECHA WIDIA -  SERIE   CORTA  14 mm ""DIFELBROC""",MWN14
1130,,"MECHA WIDIA -  SERIE  MEDIANA    6 mm ""DIFELBROC""",MWNM6
1131,,"MECHA WIDIA -  SERIE  MEDIANA    8 mm ""DIFELBROC""",MWNM8
1132,,"MECHA WIDIA -  SERIE  MEDIANA  10 mm ""DIFELBROC""",MWNM10
1133,,"MECHA WIDIA -  SERIE  MEDIANA  12 mm ""DIFELBROC""",MWNM12
1134,,"MECHA WIDIA -  SERIE  MEDIANA  14 mm ""DIFELBROC""",MWNM14
1135,,"MECHA WIDIA -  SERIE LARGA   6 mm ""DIFELBROC""",MWL6
1136,,"MECHA WIDIA -  SERIE LARGA   8 mm ""DIFELBROC""",MWL8
1137,,"MECHA WIDIA -  SERIE LARGA  10 mm ""DIFELBROC""",MWL10
1138,,"MECHA WIDIA -  SERIE LARGA  12 mm ""DIFELBROC""",MWL12
1139,,"MECHA WIDIA -  SERIE LARGA  14 mm ""DIFELBROC""",MWL14
1140,,"MECHA WIDIA -  SERIE   CORTA  4 mm. ""EZETA""",MWE4
1141,,"MECHA WIDIA -  SERIE   CORTA  5 mm. ""EZETA""",MWE5
1142,,"MECHA WIDIA -  SERIE   CORTA  6 mm.  ""EZETA""",MWE6
1143,,"MECHA WIDIA -  SERIE   CORTA  8 mm. ""EZETA""",MWE8
1144,,"MECHA WIDIA -  SERIE   CORTA 10 mm. ""EZETA""",MWE10
1145,,"MECHA WIDIA -  SERIE   CORTA 12 mm ""EZETA""",MWE12
1146,,"MECHA WIDIA -  SERIE LARGA  6 mm ""EZETA""",MWEL6
1147,,"MECHA WIDIA -  SERIE LARGA  8 mm ""EZETA""",MWEL8
1148,,"MECHA WIDIA -  SERIE LARGA 10 mm ""EZETA""",MWEL10
1149,,"MECHA WIDIA -  SERIE LARGA 12 mm ""EZETA""",MWEL12
