,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
0,,0.45,DESCUENTO,,,,
1,,,MARGEN,,,,
2,,,,,,,
3,,codigo,detalle,LISTA,COSTO,COSTO + IVA,VENTA
3456,,HFAZ,"HACHUELA FORJADA AZULEJISTA ""F. Quintana""",3946.51,1775.9295000000002,2148.874695,3545.64324675
3457,,,,0,0,0,0
3458,,,"HERRAJES METALICOS ""DEUAN""",0,0,0,0
3459,,MAI96,MANIJA ARCO ITALIA  96,536.21,241.29450000000003,291.96634500000005,481.74446925000007
3460,,MAI128,MANIJA ARCO ITALIA 128,679,305.55,369.7155,610.030575
3461,,MBA96,MANIJA BARCELONA  96,667.32,300.29400000000004,363.35574,599.536971
3462,,MBA128,MANIJA BARCELONA 128,897.58,403.911,488.73231,806.4083115
3463,,MFL96,MANIJA FLORENCIA  96,623.82,280.71900000000005,339.66999000000004,560.4554835
3464,,MFL128,MANIJA FLORENCIA 128,643.73,289.67850000000004,350.51098500000006,578.3431252500001
3465,,MGO32,MANIJA GOTA 32,628.98,283.041,342.47961,565.0913565
3466,,MGO64,MANIJA GOTA 64,897.18,403.731,488.51451,806.0489415
3467,,ML32,MANIJA L 32,586.1,263.745,319.13145,526.5668924999999
3468,,ML64,MANIJA L 64,805.53,362.4885,438.61108499999995,723.7082902499999
3469,,ML96,MANIJA L 96,1036.67,466.5015,564.466815,931.37024475
3470,,TAL,TIRADOR ALFIL,382.87,172.2915,208.47271500000002,343.97997975000004
3471,,,,0,0,0,0
3472,,,"HERRAMIENTAS ELECT. MANUALES ""THUNDER""",0,0,0,0
3473,,AA216,AMOLADORA ANG. DE 4 1/2  720 watts (TL00450) -----,21777.86,9800.037,11858.04477,19565.7738705
3474,,AA618,AMOLADORA ANG. DE 7  2250 watts (TL00460) -----,53273.85,23973.2325,29007.611324999998,47862.55868624999
3475,,AA623,AMOLADORA ANG. DE 9  2250 watts (TL00465) -----,54826.03,24671.7135,29852.773335,49257.07600275
3476,,TL2305,AMOLADORA DE BANCO  375 watts - 150 mm (TL02305)**,30235.05,13605.7725,16462.984725,27163.924796249998
3477,,BT12,BATERIA P/ TALADRO ATORN 10 MM (TL0120BAT),4667.88,2100.5460000000003,2541.6606600000005,4193.740089000001
3478,,BT18,BATERIA P/ TALADRO ATORN 13 MM (TL0122BAT),6292.1,2831.445,3426.0484500000002,5652.9799425
3479,,CBT12,CARGADOR DE BATERIA 12V P/ TALADRO (TL0120CAR),1427.82,642.519,777.44799,1282.7891835
3480,,CBT18,CARGADOR DE BATERIA 18V P/ TALADRO (TL0122CAR),2286.21,1028.7945,1244.8413449999998,2053.9882192499995
3481,,HV6700,"EQUIPO DE PINTAR HVLP - 360 watts ""WORK"" HV-300**",12748.18,5736.6810000000005,6941.384010000001,11453.2836165
3482,,HV8800,EQUIPO DE PINTAR HVLP - 600 watts HV-8800 BOX**,18828.22,8472.699,10251.96579,16915.7435535
3483,,MU800,HERRAMIENTA MULTIFUNCION 280 w - MU800,19223.98,8650.791,10467.45711,17271.3042315
3484,,LB421,LIJADORA DE BANDA 700 w. BANDA 75 x 457  LB-821,28093.42,12642.038999999999,15296.867189999999,25239.830863499996
3485,,LO150,LIJADORA ORBITAL 1/3 150 w. (TL00650),19721.99,8874.8955,10738.623555,17718.72886575
3486,,LRO300,LIJADORA ROTO ORB. 125 mm. 300 w. V/V (TR00675),30149.39,13567.2255,16416.342855,27086.965710749995
3487,,LP6181,"LUSTRALIJADORA PULIDORA DE 7"" 1650 w. (TL00605)",35151.76,15818.292000000001,19140.13332,31581.219978
3488,,RM380,ROTOMARTILLO SDS PLUS 1350w 32 mm. (TL00380) **,57043.64,25669.638,31060.26198,51249.432267
3489,,SC1400,SIERRA CIRCULAR 185 mm. 1400 w. (TL00765),53900.89,24255.4005,29349.034604999997,48425.90709824999
3490,,TB02255,TALADRO DE BANCO 375w - 13mm (TL02255)**,70584.31,31762.9395,38433.156795,63414.70871175
3491,,TP1150,TALADRO PER. 13MM 1150w VAR Y REV. (TR00175) -----,54879.49,24695.7705,29881.882305,49305.10580324999
3492,,,,0,0,0,0
3493,,,"HERRAMIENTAS ELECT. MANUALES ""VERSA""",0,0,0,0
3494,,A115750,"AMOLADORA ANGULAR 115 mm 750 w ""VERSA""",14948.25,6726.712500000001,8139.322125000001,13429.88150625
3495,,A115900,"AMOLADORA ANGULAR 115 mm 900 w ""VERSA""",18672.85,8402.7825,10167.366825,16776.155261249998
3496,,LO250,"LIJADORA ORBITAL 250 w ""VERSA""",24364.61,10964.0745,13266.530145,21889.77473925
3497,,PAC2000,"PISTOLA AIRE CALIENTE 2000 w ""VERSA""",15466.67,6960.0015,8421.601815,13895.64299475
3498,,PPCC450,"PISTOLA PINTAR C/ COMPRESOR 450 w ""VERSA"" **",26368.71,11865.9195,14357.762595,23690.30828175
3499,,TR1210,"TALADRO RECARGABLE 12 v 10 mm ""VERSA""",26225.23,11801.3535,14279.637734999998,23561.402262749994
3500,,,,0,0,0,0
3501,,,"HERRAMIENTAS ELECTRICAS ""GAMMA""",0,0,0,0
3502,,AG11575K,"AMOLADORA ANG 115 mm 750 w KIT ""GAMMA"" G1910KAR",26188.45,11784.8025,14259.611025,23528.358191249998
3503,,AG11575,"AMOLADORA ANG. 115 mm 750 w ""GAMMA"" G1910AR",18706.04,8417.718,10185.43878,16805.973987
3504,,AG11585,"AMOLADORA ANG. 115 mm 850 w ""GAMMA"" G1911AR",20950.78,9427.851,11407.69971,18822.7045215
3505,,AG18020,"AMOLADORA ANG. 180 mm 2000 w ""GAMMA"" G1913AR",50132.2,22559.489999999998,27296.982899999995,45040.02178499999
3506,,AG23022,"AMOLADORA ANG. 230 mm 2200 w ""GAMMA"" G1914AR",51628.68,23232.906,28111.81626,46384.496828999996
3507,,AG10G,"ASPIRADORA 10 lts 1000 w ""GAMMA"" G2200ARA",31881.18,14346.531,17359.30251,28642.8491415
3508,,AG35,"ASPIRADORA 35 lts 1400 w ""GAMMA"" G2204ARA",65097.04,29293.668,35445.33828,58484.808162
3509,,BPAG15,"BOMBA SUMERG PROF 1.5 hp 12e TU/INOX ""GAMMA"" G1722",179953.9,80979.255,97984.89855,161675.0826075
3510,,BPNG15,"BOMBA SUMERG PROF 1.5 hp 7e TU/NORYL ""GAMMA"" G1702",143882.06,64746.927,78343.78167,129267.23975549999
3511,,BSAG1,"BOMBA SUMERGIBLE A/INOX A/T 1 hp ""GAMMA"" 3196",46609.61,20974.324500000002,25378.932645,41875.23886425
3512,,BSPG34,"BOMBA SUMERGIBLE PLAST A/C 3/4 hp ""GAMMA"" 3193",36477.16,16414.722,19861.81362,32771.992473
3513,,CEG600,"CORTACERCO ELECT 600 w 51 cm ""GAMMA"" G1961AR",38098.36,17144.262000000002,20744.557020000004,34228.51908300001
3514,,ECG,"ENGRAMPADORA Y CLAVADORA ""GAMMA"" G1960AR",19454.29,8754.4305,10592.860905,17478.22049325
3515,,EPG500,"EQUIPO DE PINTAR A SOPL 500 w. ""GAMMA"" G2821AR **",34419.12,15488.604000000001,18741.21084,30922.997885999997
3516,,EPG900,"EQUIPO DE PINTAR A SOPL 900 w. ""GAMMA"" G2822AR **",59111.1,26599.995,32185.993949999996,53106.890017499994
3517,,GEG3500,"GRUPO ELECTROGENO 3500 v 7 hp 4T ""GAMMA"" GE3464AR",243586.28,109613.826,132632.72946,218844.00360899998
3518,,LBG800,"LIJADORA DE BANDA 800 w ""GAMMA"" (75*457) G1926AR",36663.85,16498.7325,19963.466324999998,32939.719436249994
3519,,LG180,"LIJADORA ORBITAL 180 w ""GAMMA"" G1920AR",15713.08,7070.886,8555.772060000001,14117.023899000002
3520,,LG380,"LIJADORA ORBITAL 380 w ""GAMMA"" G1921AR",25440.22,11448.099,13852.19979,22856.1296535
3521,,LLG120,"LUSTRALIJADORA 180 mm 1200 w ""GAMMA"" G1928AR",44146.26,19865.817000000003,24037.638570000003,39662.103640500005
3522,,MTGK,"MINITORNO KIT 119 ACCESORIOS ""GAMMA"" G19501AC",23507.49,10578.3705,12799.828305000001,21119.71670325
3523,,PCG200K,"PISTOLA CALOR 2000 w KIT ""GAMMA"" G1935KAR",14216.59,6397.4655,7740.933255,12772.539870749999
3524,,RMG150,"ROTOMARTILLO 32 mm 1500 w 7.5 j ""GAMMA"" G1951AR **",50132.2,22559.489999999998,27296.982899999995,45040.02178499999
3525,,SCG800,"SIERRA CALADORA 800 w ""GAMMA"" G1942AR",29929.67,13468.351499999999,16296.705314999997,26889.563769749995
3526,,SCG130,"SIERRA CIRCULAR C/L 185 mm 1300 w ""GAMMA"" G1930AR",42649.78,19192.401,23222.805210000002,38317.6285965
3527,,SAG2400,"SOPLA ASPIRADOR 2400 w ""GAMMA"" G3082AR",31613.52,14226.084,17213.56164,28402.376706
3528,,TG1065,"TALADRO 10 mm 650 w ""GAMMA"" G1905AR",15713.08,7070.886,8555.772060000001,14117.023899000002
3529,,TG1371K,"TALADRO 13 mm 710 w KIT ""GAMMA"" G1904KAR",29929.67,13468.351499999999,16296.705314999997,26889.563769749995
3530,,TG1385,"TALADRO 13 mm 850 w ""GAMMA"" G1902AR",20950.78,9427.851,11407.69971,18822.7045215
3531,,,,0,0,0,0
3532,,,"HERRAMIENTAS PARA JARDIN ""TRAMONTINA""",0,0,0,0
3533,,JJ3PT,JUEGO JARDIN C/ BLISTER 3 pzas. TRAMONTINA,4422.94,1990.3229999999999,2408.29083,3973.6798694999998
3534,,PJTR,"PALITA JARDINERA ANCHA MANGO MADERA ""ONZA""",1057.99,476.0955,576.075555,950.5246657499999
3535,,PTTR,PALITA TRANSPLATE ANGOSTA MANGO MADERA ONZA,1057.99,476.0955,576.075555,950.5246657499999
3536,,,,0,0,0,0
3537,,,"HERRAMIENTEAS ESTACIONARIAS ""THUNDER""",0,0,0,0
3538,,AB6081,AMOLADORA DE BANCO  550 watts - 200 mm (TL02315)**,42575.09,19158.7905,23182.136505,38250.525233249995
3539,,CS614,CORTADORA SENSITIVA  2000 w - 350 mm. ** TL02355,84179.8,37880.91,45835.9011,75629.236815
3540,,SI510,SIERRA INGLETADORA 1250 w - 200 mm. (02455) **,41555.73,18700.078500000003,22627.094985000003,37334.706725250006
3541,,,,0,0,0,0
3542,,,"HIDROLAVADORAS ELECT. ""THUNDER""",0,0,0,0
3543,,HL8105,HIDROLAVADORA 1300 W - 90BAR **,54168.16,24375.672000000002,29494.563120000003,48666.029148
3544,,HL8140,HIDROLAVADORA 2300 W - 160BAR **,107966.26,48584.816999999995,58787.62856999999,96999.58714049998
3545,,,,0,0,0,0
3546,,,HILO PARA ALBAÑILES x paq.,0,0,0,0
3547,,HA21100,HILO P/ALBAÑIL x 100 grs. NRO. 21 - 12 OVILLOS,9857.11,4435.699500000001,5367.196395000001,8855.874051750001
3548,,HA24100,HILO P/ALBAÑIL x 100 grs. NRO. 24 - 12 OVILLOS,9857.05,4435.6725,5367.163724999999,8855.820146249998
3549,,HA27100,HILO P/ALBAÑIL x 100 grs. NRO. 27 - 12 OVILLOS,9857.09,4435.690500000001,5367.185505,8855.85608325
3550,,,,0,0,0,0
3551,,,HILO SISAL,0,0,0,0
3552,,HSM,HILO SISAL  MEDIANO paq. 10 x 60 mts.,9841.99,4428.8955,5358.963554999999,8842.289865749999
3553,,HSCH,HILO SISAL CHICO  paq. 10u x 30 mts.,5222.47,2350.1115,2843.634915,4691.99760975
3554,,HSG,HILO SISAL GRANDE OVILLOS x 430 grs.,2952.21,1328.4945,1607.478345,2652.3392692499997
3555,,,,0,0,0,0
3556,,,HILOS DE ALGODON,0,0,0,0
3557,,HAB50,HILO ALGODON BLANCO x 10 OVILLOS 50 grs.,2093.26,941.9670000000001,1139.78007,1880.6371155
3558,,HAC50,HILO ALGODON CHORICERO  x 10 OVILLOS 50 grs.,2350.44,1057.698,1279.81458,2111.6940569999997
3559,,,,0,0,0,0
3560,,,HILOS DE POLIPROPILENO,0,0,0,0
3561,,HP100,HILO POLIPROPILENO 100 grs. - 12 OVILLOS,6551.06,2947.9770000000003,3567.0521700000004,5885.6360805
3562,,HP400,HILO POLIPROPILENO BOBINA,1282.02,576.909,698.05989,1151.7988185
3563,,HPC,HILO POLIPROPILENO CINTA x 2 Kg aprox,3936.56,1771.452,2143.45692,3536.703918
3564,,,,0,0,0,0
3565,,,HILOS PARA ALBAÑILES x 1 kg.,0,0,0,0
3566,,HA18,HILO P/ALBAÑIL x 1 kg. NRO.18,4952.41,2228.5845,2696.5872449999997,4449.36895425
3567,,HA21,HILO P/ALBAÑIL x 1 kg. NRO.21,4952.41,2228.5845,2696.5872449999997,4449.36895425
3568,,HA24,HILO P/ALBAÑIL x 1 kg. NRO.24,4952.41,2228.5845,2696.5872449999997,4449.36895425
3569,,HA27,HILO P/ALBAÑIL x 1 kg. NRO.27,4952.41,2228.5845,2696.5872449999997,4449.36895425
3570,,HA30,HILO P/ALBAÑIL x 1 kg. NRO.30,4952.41,2228.5845,2696.5872449999997,4449.36895425
3571,,,,0,0,0,0
3572,,,HOJAS DE SIERRA JUNIORS,0,0,0,0
3573,,HSJ,HOJA SIERRA JUNIORS x 10 unid.,2174.83,978.6735,1184.194935,1953.9216427499998
3574,,,,0,0,0,0
3575,,,HOJAS DE SIERRAS SIN PAR,0,0,0,0
3576,,HSAC18,HOJA SIERRA A/CARBONO 18 D.SIN-PAR,500.76,225.342,272.66382,449.89530299999996
3577,,HSAC24,HOJA SIERRA A/CARBONO 24 D. SIN-PAR,500.76,225.342,272.66382,449.89530299999996
3578,,HSAC32,HOJA SIERRA A/CARBONO 32 D. SIN-PAR,500.76,225.342,272.66382,449.89530299999996
3579,,HSAR18,HOJA SIERRA A/RAPIDO 18 D. SIN-PAR,820.06,369.027,446.52266999999995,736.7624054999999
3580,,HSAR24,HOJA SIERRA A/RAPIDO 24 D. SIN-PAR,820.06,369.027,446.52266999999995,736.7624054999999
3581,,HSAR32,HOJA SIERRA A/RAPIDO 32 D. SIN-PAR,820.06,369.027,446.52266999999995,736.7624054999999
3582,,HSB18,HOJA SIERRA BIMETAL 18 D. SIN PAR,748.28,336.726,407.43845999999996,672.2734589999999
3583,,HSB24,HOJA SIERRA BIMETAL 24 D. SIN-PAR,748.28,336.726,407.43845999999996,672.2734589999999
3584,,HSB32,HOJA SIERRA BIMETAL 32 D. SIN-PAR,748.28,336.726,407.43845999999996,672.2734589999999
3585,,,,0,0,0,0
3586,,,"HOJAS PARA CALADORA ""TOKITS""",0,0,0,0
3587,,T127D2,"HOJAS DE CALAR EN ALUMINIO ""T"" x 2 unid.",827.01,372.1545,450.306945,743.0064592499999
3588,,U127D2,"HOJAS DE CALAR EN ALUMINIO ""U"" x 2 unid.",827.01,372.1545,450.306945,743.0064592499999
3589,,T144D2,"HOJAS DE CALAR P/ MADERA CORTE RECTO ""T"" x 2 unid.",510.28,229.626,277.84746,458.448309
3590,,U144D2,"HOJAS DE CALAR P/ MADERA CORTE RECTO ""U"" x 2 unid",510.29,229.6305,277.852905,458.45729325
3591,,S4T,"HOJAS DE CALAR P/ MADERA, METAL Y ALUMINIO x 4 ""T""",1266.92,570.114,689.83794,1138.232601
3592,,S4U,"HOJAS DE CALAR P/ MADERA, METAL Y ALUMINIO x 4 ""U""",1266.92,570.114,689.83794,1138.232601
3593,,T118A2,"HOJAS DE CALAR P/ METAL ""T"" x 2 unid.",756.62,340.479,411.97959,679.7663234999999
3594,,U118A2,"HOJAS DE CALAR P/ METAL ""U"" x 2 unid.",756.62,340.479,411.97959,679.7663234999999
3595,,DEE80,HOJAS DE CALAR SURTIDAS U y T x 80 unid + EXHIB.,22874.89,10293.7005,12455.377605000001,20551.37304825
3596,,,,0,0,0,0
3597,,,"HOJAS PARA CALADORAS ""SIN PAR""",0,0,0,0
3598,,CAL6246,HOJA P/CALADORA BIM. MADERA 6d.,4899.47,2204.7615,2667.761415,4401.806334749999
3599,,CAL6238,HOJA P/CALADORA BIM. MADERA 8d.,4031.55,1814.1975000000002,2195.1789750000003,3622.0453087500005
3600,,CAL2224,HOJA P/CALADORA BIM. METAL 24d.,2826.67,1272.0015,1539.121815,2539.55099475
3601,,CAL2214,HOJA P/CALADORA BIM. MULTIUSO 14d.,2826.67,1272.0015,1539.121815,2539.55099475
3602,,CAL2218,HOJA P/CALADORA BIM. MULTIUSO 18d.,2826.67,1272.0015,1539.121815,2539.55099475
3603,,,,0,0,0,0
3604,,,"HORMIGUICIDAS ""HORTAL""",0,0,0,0
3605,,HPH250,"HORMIGUICIDA EN POLVO ""HORTAL"" x 250 grs",1213.79,546.2055,660.9086550000001,1090.49928075
3606,,HLH60,"HORMIGUICIDA LIQUIDO ""HORTAL"" x  60 cc",1021.21,459.5445,556.048845,917.48059425
3607,,HLH120,"HORMIGUICIDA LIQUIDO ""HORTAL"" x 120 cc",1463.95,658.7775,797.120775,1315.2492787499998
3608,,HLH250,"HORMIGUICIDA LIQUIDO ""HORTAL"" x 250 cc",2411.55,1085.1975000000002,1313.0889750000001,2166.59680875
3609,,HMH100,"HORMIGUICIDA MIREX ""HORTAL"" x 100 grs",422.2,189.99,229.8879,379.31503499999997
3610,,HMH250,"HORMIGUICIDA MIREX ""HORTAL"" x 250 grs",859.18,386.631,467.82350999999994,771.9087914999999
3611,,,,0,0,0,0
3612,,,"HORQUILLA FORJADA ""TRAMONTINA""",0,0,0,0
3613,,H4T,HORQUILLA 4 DIENTES C/ CABO TRAMONTINA,9113.05,4100.8724999999995,4962.055724999999,8187.391946249998
3614,,,,0,0,0,0
3615,,,"INFLA SELLA NEUMATICOS ""KUWAIT""",0,0,0,0
3616,,ISN,"INFLA SELLA NEUMATICOS ""KUWAIT""",3615.78,1627.101,1968.79221,3248.5071465
3617,,,,0,0,0,0
3618,,,INFLADOR DOBLE VALVULA,0,0,0,0
3619,,IMG,INFLADOR MINI A GATILLO DOBLE VALVULA,1221.12,549.504,664.89984,1097.084736
3620,,,,0,0,0,0
3621,,,INGLETES DE MADERA,0,0,0,0
3622,,IMCH,INGLETE MADERA CHICO (30cm),3720.31,1674.1395,2025.708795,3342.41951175
3623,,IMGR,INGLETE MADERA GRANDE (35cm),4452.32,2003.5439999999999,2424.28824,4000.0755959999997
3624,,,,0,0,0,0
3625,,,INSERTOS DE BRONCE,0,0,0,0
3626,,IVBC,INSERTO P/VOLANTE DE BRONCE CUADRADO,169.67,76.3515,92.385315,152.43576975
3627,,IVBF,INSERTO P/VOLANTE DE BRONCE FINO,169.67,76.3515,92.385315,152.43576975
3628,,IVBG,INSERTO P/VOLANTE DE BRONCE GRUESO,169.67,76.3515,92.385315,152.43576975
3629,,,,0,0,0,0
3630,,,JAULAS RECTANGULARES,0,0,0,0
3631,,TLJREC,"JAULA RECTANGULAR PARA LAUCHA ""FD""",2605.63,1172.5335,1418.765535,2340.9631327499997
3632,,TRJREC,"JAULA RECTANGULAR PARA RATAS ""FD""",4279.39,1925.7255000000002,2330.127855,3844.71096075
3633,,,,0,0,0,0
3634,,,"JUEGO DE DESTORNILLADORES ""TRAMONTINA""",0,0,0,0
3635,,JD6P,JUEGO DESTORNILLADORES 6 pzas. TRAMONTINA,4049.9,1822.4550000000002,2205.1705500000003,3638.5314075
3636,,,,0,0,0,0
3637,,,JUEGO DE JARDINERIA,0,0,0,0
3638,,JJ3P,JUEGO DE JARDIN 3 piezas,2390.56,1075.752,1301.6599199999998,2147.7388679999995
3639,,,,0,0,0,0
3640,,,"JUEGO DE LLAVES ""TRAMONTINA""",0,0,0,0
3641,,JLC5,JUEGO LLAVES COMB 5 pzas. 10 a 14 TRAMONTINA,6674.28,3003.426,3634.1454599999997,5996.340009
3642,,JLF5,JUEGO LLAVES FIJAS 5 pzas. 8 a 17 TRAMONTINA,7765.32,3494.394,4228.21674,6976.557620999999
3643,,,,0,0,0,0
3644,,,"JUEGO LLAVE COMBINADA "" KETTLER """,0,0,0,0
3645,,JLC8,JUEGO LLAVES COMB 8 pzas. 8 a 19 KETTLER,13586.74,6114.033,7397.97993,12206.6668845
3646,,JLCC,JUEGO LLAVES COMBINADAS C/CRIQUE,25484.45,11468.0025,13876.283025,22895.86699125
3647,,,,0,0,0,0
3648,,,"JUEGOS DE BOCALLAVES Y ACCESORIOS ""KETTLER""",0,0,0,0
3649,,JB12,JUEGO BOCALLAVES ENCASTE 1/2 x 12 pzas. (1292),14463.11,6508.3995,7875.1633950000005,12994.01960175
3650,,JB14,JUEGO BOCALLAVES ENCASTE 1/4 x 12 pzas. (1290),7984.1,3592.8450000000003,4347.34245,7173.1150425
3651,,JB32,"JUEGO DE BOCALLAVES ENC. 1/2"" x 32 pzas. (0230)",30089.62,13540.329,16383.798089999998,27033.266848499996
3652,,JB94,JUEGO DE BOCALLAVES ENC. 1/4 -1/2 x 93 pzas.(1236),51774.93,23298.7185,28191.449384999996,46515.891485249995
3653,,JB108,JUEGO DE BOCALLAVES ENC. 1/4-1/2 x 108 pzas.(1238),54914.02,24711.308999999997,29900.683889999997,49336.12841849999
3654,,JB120,JUEGO DE BOCALLAVES ENC. 1/4-1/2-3/8 x 120 p(1240),97272.9,43772.805,52965.09405,87392.40518249999
3655,,,,0,0,0,0
3656,,,KIT DE REPARACION EN PASTA,0,0,0,0
3657,,KRP700,KIT REPARACION EN PASTA x  700 grs.,4759.24,2141.658,2591.40618,4275.820197
3658,,KRP3500,KIT REPARACION EN PASTA x 3500 grs.,19016.51,8557.4295,10354.489695,17084.90799675
3659,,,,0,0,0,0
3660,,,KIT PARCHE PILETAS DE LONA,0,0,0,0
3661,,KPPL,KIT PARCHE PILETAS DE LONA SOLPLAS,1361.35,612.6075,741.2550749999999,1223.0708737499997
3662,,,,0,0,0,0
3663,,,KIT PISTOLAS P/ COMPRESOR,0,0,0,0
3664,,KPPC,KIT PISTOLAS P/ COMPRESOR C/ MANGUERA **,10698.13,4814.1585,5825.131785,9611.467445249998
3665,,,,0,0,0,0
3666,,,KIT REPARACION FIBRA VIDRIO,0,0,0,0
3667,,KR250,KIT REPARACION FIBRA VIDRIO 250 cc.   HUNTER,3427.35,1542.3075,1866.1920749999997,3079.2169237499993
3668,,KR500,KIT REPARACION FIBRA VIDRIO 500 cc.   HUNTER,5566.88,2505.096,3031.1661599999998,5001.424163999999
3669,,,,0,0,0,0
3670,,,KIT REPARACION P/ BICICLETAS,0,0,0,0
3671,,KRB,"KIT P/ BICI (LLAVES, DESCALZADOR, PARCHE Y PEGAM)",1511.9,680.355,823.22955,1358.3287575
3672,,KPS,KIT PARCHE Y SOLUCION PARA BICICLETA (TOV509),482.59,217.16549999999998,262.77025499999996,433.5709207499999
3673,,,,0,0,0,0
3674,,,LAPICES DE WIDIA,0,0,0,0
3675,,LWK,LAPIZ DE WIDIA DIFELBROC  (blister x 10u.),633.3,284.985,344.83185000000003,568.9725525
3676,,,,0,0,0,0
3677,,,"LAPICES P/ CARPINTERO ""SOLA""",0,0,0,0
3678,,LALC,"LAPIZ ALBAÑIL LARGO 24cm. ""SOLA"" x 12",10393.67,4677.1515,5659.353314999999,9337.932969749998
3679,,LCCC,"LAPIZ CARPINTERO CORTO 18 cm. ""SOLA"" x 12",7968.42,3585.789,4338.80469,7159.0277385
3680,,LCLC,"LAPIZ CARPINTERO LARGO 30 cm. ""SOLA"" x 12",12472.29,5612.530500000001,6791.161905000001,11205.41714325
3681,,,,0,0,0,0
3682,,,LAPICES P/CARPINTERO IMPORTADOS,0,0,0,0
3683,,LCIC,LAPIZ P/ CARPINTERO IMPORTADO 18 cms. x 12,1412.15,635.4675000000001,768.9156750000001,1268.71086375
3684,,LCIL,LAPIZ P/ CARPINTERO IMPORTADO 24 cms. x 12,3337.16,1501.722,1817.0836199999999,2998.1879729999996
3685,,,,0,0,0,0
3686,,,"LAPIZ DE WIDIA ""ROTTWEILER""",0,0,0,0
3687,,LWPR,LAPIZ DE WIDIA PROFESIONAL EN BLISTER,1356.74,610.533,738.74493,1218.9291345
3688,,,,0,0,0,0
3689,,,"LIJA AL AGUA "" HUNTER """,0,0,0,0
3690,,ELAH,"EXHIBIDOR LIJAS AGUA COMPLETO ""HUNTER"" (1000 u)",128746.61,57935.974500000004,70102.52914500001,115669.17308925
3691,,LA60,LIJA AL AGUA  60 HUNTER,177.8,80.01,96.8121,159.73996499999998
3692,,LA80,LIJA AL AGUA  80 HUNTER,177.8,80.01,96.8121,159.73996499999998
3693,,LA100,LIJA AL AGUA 100 HUNTER,177.8,80.01,96.8121,159.73996499999998
3694,,LA1000,LIJA AL AGUA 1000 HUNTER,177.8,80.01,96.8121,159.73996499999998
3695,,LA120,LIJA AL AGUA 120 HUNTER,177.8,80.01,96.8121,159.73996499999998
3696,,LA1200,LIJA AL AGUA 1200 HUNTER,177.8,80.01,96.8121,159.73996499999998
3697,,LA150,LIJA AL AGUA 150 HUNTER,177.8,80.01,96.8121,159.73996499999998
3698,,LA1500,LIJA AL AGUA 1500 HUNTER,177.8,80.01,96.8121,159.73996499999998
3699,,LA180,LIJA AL AGUA 180 HUNTER,177.8,80.01,96.8121,159.73996499999998
3700,,LA220,LIJA AL AGUA 220 HUNTER,177.8,80.01,96.8121,159.73996499999998
3701,,LA240,LIJA AL AGUA 240 HUNTER,177.8,80.01,96.8121,159.73996499999998
3702,,LA280,LIJA AL AGUA 280 HUNTER,177.8,80.01,96.8121,159.73996499999998
3703,,LA320,LIJA AL AGUA 320 HUNTER,177.8,80.01,96.8121,159.73996499999998
3704,,LA360,LIJA AL AGUA 360 HUNTER,177.8,80.01,96.8121,159.73996499999998
3705,,LA400,LIJA AL AGUA 400 HUNTER,177.8,80.01,96.8121,159.73996499999998
3706,,LA500,LIJA AL AGUA 500 HUNTER,177.8,80.01,96.8121,159.73996499999998
3707,,LA600,LIJA AL AGUA 600 HUNTER,177.8,80.01,96.8121,159.73996499999998
3708,,,,0,0,0,0
3709,,,"LIJA AL AGUA ""DOBLE A""",0,0,0,0
3710,,LAA60,LIJA AL AGUA  AA  60,297.14,133.713,161.79272999999998,266.95800449999996
3711,,LAA180,LIJA AL AGUA  AA 180,297.14,133.713,161.79272999999998,266.95800449999996
3712,,LAA220,LIJA AL AGUA  AA 220,297.14,133.713,161.79272999999998,266.95800449999996
3713,,LAA240,LIJA AL AGUA  AA 240,297.14,133.713,161.79272999999998,266.95800449999996
3714,,LAA280,LIJA AL AGUA  AA 280,297.14,133.713,161.79272999999998,266.95800449999996
3715,,LAA320,LIJA AL AGUA  AA 320,297.14,133.713,161.79272999999998,266.95800449999996
3716,,LAA360,LIJA AL AGUA  AA 360,297.14,133.713,161.79272999999998,266.95800449999996
3717,,LAA400,LIJA AL AGUA  AA 400,297.14,133.713,161.79272999999998,266.95800449999996
3718,,LAA500,LIJA AL AGUA  AA 500,297.14,133.713,161.79272999999998,266.95800449999996
3719,,LAA600,LIJA AL AGUA  AA 600,297.14,133.713,161.79272999999998,266.95800449999996
3720,,LAA1000,LIJA AL AGUA  AA1000 MICROGRANOS,440.5,198.225,239.85225,395.75621249999995
3721,,LAA1500,LIJA AL AGUA  AA1500 MICROGRANOS,440.5,198.225,239.85225,395.75621249999995
3722,,,,0,0,0,0
3723,,,"LIJA AL AGUA ""NORTON""",0,0,0,0
3724,,LAN60,LIJA AL AGUA NORTON  60,302.28,136.02599999999998,164.59145999999998,271.57590899999997
3725,,LAN80,LIJA AL AGUA NORTON  80,302.28,136.02599999999998,164.59145999999998,271.57590899999997
3726,,LAN100,LIJA AL AGUA NORTON 100,302.28,136.02599999999998,164.59145999999998,271.57590899999997
3727,,LAN120,LIJA AL AGUA NORTON 120,302.28,136.02599999999998,164.59145999999998,271.57590899999997
3728,,LAN150,LIJA AL AGUA NORTON 150,302.28,136.02599999999998,164.59145999999998,271.57590899999997
